언론사,날짜_원문,제목,URL,구분
뉴스1,6일 전,"토스 이승건 대표, 카카오 개편 논란에 일침?…""피해 일어나도 공동의 ...",https://www.news1.kr/finance/general-finance/5932450,대표 기사
Sub-article,"문화일보
6일 전
네이버뉴스","이승건 토스 대표, 카카오 저격? “악성 탑다운, 토스 문화 아냐”",https://www.munhwa.com/article/11537328?ref=naver,Sub 기사
Sub-article,"전자신문
6일 전
네이버뉴스","이승건 토스 대표, 카카오 사태에 “악성 탑다운, 토스 문화 아니다”",https://www.etnews.com/20251001000536,Sub 기사
Sub-article,"디지털타임스
6일 전
네이버뉴스","‘카카오톡 불똥’ 토스로 튀었다…토스 대표 “우린 아냐, 그게 왜 우...",https://www.dt.co.kr/article/12021443?ref=naver,Sub 기사
아시아경제,27면 1단,[기자수첩]회사 내부 후폭풍만 남긴 카카오톡 대개편,https://view.asiae.co.kr/article/2025100209014586011,대표 기사
이코노미스트,1주 전,"카카오뱅크, KCSI 인터넷전문은행 부문 5년 연속 1위 수상",https://economist.co.kr/article/view/ecn202509300038,대표 기사
Sub-article,"데일리한국
1주 전","카카오뱅크, KCSI 인뱅 부문 5년 연속 고객만족도 1위",https://daily.hankooki.com/news/articleView.html?idxno=1278101,Sub 기사
Sub-article,"서울경제
1주 전
네이버뉴스","카카오뱅크, 인터넷은행 '한국산업고객만족도' 5년 연속 1위",https://www.sedaily.com/NewsView/2GY3PW8B5T,Sub 기사
Sub-article,"전자신문
1주 전
네이버뉴스","카카오뱅크, KCSI 인터넷전문은행 부문 5년 연속 1위 수상",https://www.etnews.com/20250930000079,Sub 기사
Sub-article,"SBS Biz
1주 전
네이버뉴스","카카오뱅크, 고객만족도 잡았다…KCSI 인터넷은행 1위 '5년째'",https://biz.sbs.co.kr/article_hub/20000263001?division=NAVER,Sub 기사
MBN,1주 전,"'6일 천하'로 끝난 카카오톡 개편…""친구 목록 되살리겠다""",http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=5144578,대표 기사
한국경제,1주 전,"""쉰스타"" 카톡 개편에 쏟아진 조롱…1020 등 돌리자 결국 백기 [이슈+]",https://www.hankyung.com/article/202509295733g,대표 기사
뉴시스,2주 전,"카카오톡, '국민 메신저'서 AI 담은 '슈퍼 앱'으로 대전환(종합)",https://www.newsis.com/view/NISX20250923_0003340166,대표 기사
Sub-article,"부산일보
2주 전
네이버뉴스","카카오톡, 10월부터 채팅탭에서 ChatGPT-5 사용한다",https://www.busan.com/view/busan/view.php?code=2025092313185883504,Sub 기사
블로터,6일 전,[어바웃 C]'책임론' 직면한 카카오 홍민택…4분기 업데이트가 시험대,https://www.bloter.net/news/articleView.html?idxno=645098,대표 기사
오마이뉴스,1주 전,카카오톡이 만들어낸 한 편의 블랙코미디,https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0003169366&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,대표 기사
매일경제,1주 전,“못생겼어! 싫어!” ‘MZ 대통령’도 기겁한 카카오톡 업데이트,https://www.mk.co.kr/article/11429813,대표 기사
매일경제,5일 전,“인스타그램 짝퉁 되고 싶었나”···카카오가 잃어버린 것들 [기자24...,https://www.mk.co.kr/article/11434801,대표 기사
머니S,1주 전,"15년 만의 개편, 원상복구 수습… 카카오톡, 무엇이 문제였나",https://www.moneys.co.kr/article/2025093014383358132,대표 기사
이데일리,1주 전,"""카톡 본질 잃었다"" 불만 폭발…백기 든 카카오, 주가는[특징주]",http://www.edaily.co.kr/news/newspath.asp?newsid=02397686642305368,대표 기사
KBS,2주 전,"카카오톡, 15년 만의 전면 개편…“프로필 다양화·채팅 탭에 챗GPT 추가...",https://news.kbs.co.kr/news/pc/view/view.do?ncd=8365228&ref=A,대표 기사
Sub-article,"동아일보
2주 전
네이버뉴스",카카오톡에 챗GPT 탑재…대화중에도 바로 사용한다,https://www.donga.com/news/Economy/article/all/20250923/132444099/2,Sub 기사
Sub-article,"한국경제
2주 전
네이버뉴스",챗GPT가 카톡 안으로 들어왔다…AI로 싹 바뀐 '카카오톡',https://www.hankyung.com/article/202509232006g,Sub 기사
Sub-article,"연합뉴스
2주 전
네이버뉴스","정신아 ""유례없는 개편""…카카오톡, 챗GPT·카나나 품었다(종합)",https://www.yna.co.kr/view/AKR20250923055751017?input=1195m,Sub 기사
Sub-article,"연합뉴스
2주 전
네이버뉴스","카카오톡, 15년 만의 대개편…챗GPT·AI 선톡 도입",https://www.yna.co.kr/view/AKR20250923055700017?input=1195m,Sub 기사
노컷뉴스,1주 전,"여가부→성평등가족부 확대 개편…""성평등 콘트롤타워 기능 강화""",https://www.nocutnews.co.kr/news/6408643?utm_source=naver&utm_medium=article&utm_campaign=20250930111213,대표 기사
MBC,1주 전,"개편 뒤 불만 폭주한 카톡, ""첫 화면 다시 바꾼다""",https://imnews.imbc.com/replay/2025/nwtoday/article/6760751_36807.html,대표 기사
중앙일보,1주 전,"""카카오 가난해졌나 보다""…카톡 개편에 13년 전 공지 재소환",https://www.joongang.co.kr/article/25370336,대표 기사
Sub-article,"파이낸셜뉴스
1주 전
네이버뉴스","업데이트 후 난리 난 카카오톡에 돌아온 질문…""너희 가난해졌니""",http://www.fnnews.com/news/202509260931516106,Sub 기사
Sub-article,"머니투데이
1주 전
네이버뉴스","카카오톡 업데이트 난리에…""가난하지 않다"" 13년 전 공지 재소환",https://www.mt.co.kr/society/2025/09/26/2025092607371999862,Sub 기사
Sub-article,"매일경제
1주 전
네이버뉴스","“혹시 가난해졌나”…카톡 개편에 13년 전 공지 재소환, 무슨 일?",https://www.mk.co.kr/article/11430512,Sub 기사
Sub-article,"KBS
1주 전
네이버뉴스",“카카오 그렇게 가난하진 않습니다”라더니…13년 전 공지 재소환 이유...,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8368647&ref=A,Sub 기사
JTBC,1주 전,"'개편 불만' 카카오톡 '롤백'하나? ""조만간 일부 개선안 발표""",https://news.jtbc.co.kr/article/NB12264898?influxDiv=NAVER,대표 기사
서울와이어,5일 전,"[카카오 갈림길②] 수익 압박에 몰린 카카오톡, 혁신은 멈췄다",http://www.seoulwire.com/news/articleView.html?idxno=673446,대표 기사
뉴시스,2주 전,카카오 'AI 슈퍼앱' 전략…챗GPT 탑재한 카톡 공개할까,https://www.newsis.com/view/NISX20250922_0003339209,대표 기사
Sub-article,"국민일보
2주 전
네이버뉴스",“카톡하다 바로 챗GPT 쓴다”… AI 결합한 카카오톡의 대변신,https://www.kmib.co.kr/article/view.asp?arcid=0028732597&code=61141111&cp=nv,Sub 기사
Sub-article,"서울경제
2주 전
네이버뉴스",'카카오톡' 대수술 돌입…23일 발표될 내용은?,https://www.sedaily.com/NewsView/2GY0HIZRFO,Sub 기사
Sub-article,"파이낸셜뉴스
2주 전
네이버뉴스","챗GPT 탑재한 카카오톡의 새 꿈...정신아 ""단순한 메세지 의미 넘어설 것...",http://www.fnnews.com/news/202509230838198277,Sub 기사
Sub-article,"연합뉴스
2주 전
네이버뉴스",카카오톡서 GPT-5 쓴다…메신저 AI 대전환,https://www.yna.co.kr/view/AKR20250923028400017?input=1195m,Sub 기사
노컷뉴스,4일 전,"금감원, 연말 '소비자보호' 키워드로 조직개편 나선다",https://www.nocutnews.co.kr/news/6410038?utm_source=naver&utm_medium=article&utm_campaign=20251003111443,대표 기사
SBS,1주 전,"결국 백기 든 카카오…""구관이 명관"" 친구목록 복원",https://news.sbs.co.kr/news/endPage.do?news_id=N1008277200&plink=ORI&cooper=NAVER,대표 기사
동아일보,6일 전,홍민택 CPO “카카오 성장 정체로 개편 불가피” 해명…네이트온 급부상,https://www.donga.com/news/Economy/article/all/20251001/132505588/2,대표 기사
뉴스1,1주 전,"""내 카톡 돌려줘"" 개편 역풍 맞은 카카오…항의 빗발에 친구탭 수정",https://www.news1.kr/it-science/mobile/5927717,대표 기사
한국경제,1주 전,"""고딩 때 올렸던 사진이""…이영지도 기겁한 카톡 업데이트",https://www.hankyung.com/article/2025092696967,대표 기사
뉴시스,6일 전,"IBK투자증권, 아이원뱅크 개편 기념 연계 이벤트",https://www.newsis.com/view/NISX20251001_0003351603,대표 기사
한국경제,1주 전,"그야말로 대혼란…'국민 메신저' 카카오, 왜 돌변했나 봤더니",https://www.hankyung.com/article/202509260593g,대표 기사
프라임경제,5일 전,[잇속] SKT·LGU+·카카오 외,http://www.newsprime.co.kr/news/article.html?no=706831,대표 기사
한국경제,2주 전,15년 만에 개편된 '카톡'…카나나부터 챗GPT까지 탑재,https://www.hankyung.com/article/202509231079g,대표 기사
Sub-article,"데일리안
2주 전
네이버뉴스","""챗GPT 업고 피드형으로 개편""...싹 바뀐 카카오톡 살펴보니(종합)",https://www.dailian.co.kr/news/view/1552800/?sc=Naver,Sub 기사
Sub-article,"서울경제
2주 전
네이버뉴스","""카톡, 챗GPT 붙이고 인스타처럼""…베일 벗은 새 카카오톡, 제2 전성기 ...",https://www.sedaily.com/NewsView/2GY0IANLBW,Sub 기사
Sub-article,"블로터
2주 전
네이버뉴스","카카오톡에 숏폼·개인비서·챗GPT 탑재…""일상 AI 확장""",https://www.bloter.net/news/articleView.html?idxno=644478,Sub 기사
Sub-article,"조선비즈
2주 전
네이버뉴스","카카오톡, 15년 만에 대대적 서비스 개편… 메시지 수정·보이스톡 통화...",https://biz.chosun.com/it-science/ict/2025/09/23/JSYSYKLWTVASPI4BIP2YZAKPWU/?utm_source=naver&utm_medium=original&utm_campaign=biz,Sub 기사
뉴시스,1주 전,"""직장상사 일상까지 봐야 하나"" 평점 테러에 손든 카카오…""개선 방안 ...",https://www.newsis.com/view/NISX20250928_0003347214,대표 기사
Sub-article,"문화일보
1주 전
네이버뉴스",카톡 업데이트 불만 폭발에 손 든 카카오…“개선 방안 공유”,https://www.munhwa.com/article/11536398?ref=naver,Sub 기사
MBC,1주 전,"""이번 업데이트는 최악""‥이용자 반발에 카카오톡 일주일 만에 백기 들...",https://imnews.imbc.com/replay/2025/nwdesk/article/6761105_36799.html,대표 기사
여성조선,5일 전,"""우린 그렇게 일 안 해""… 이승건 토스 대표, 카톡 개편 논란 겨냥?",http://woman.chosun.com/news/articleView.html?idxno=123315,대표 기사
한국경제,1주 전,"자고 일어났더니 카톡이…""거래처 분이 계속 하트"" 불만 폭발",https://www.hankyung.com/article/2025092692027,대표 기사
Sub-article,"부산일보
1주 전
네이버뉴스","""부장님 골프 사진 안 보고 싶은데"" 카카오톡 업데이트에 불만 속출",https://www.busan.com/view/busan/view.php?code=2025092608582061871,Sub 기사
중앙일보,6일 전,카카오톡 개편 논란…한국 메신저 시장 지각변동 가능성은[트랜D],https://www.joongang.co.kr/article/25371395,대표 기사
세계일보,1주 전,“카톡 절대 업뎃하지 마라”…카카오 개편에 역풍,https://www.segye.com/newsView/20250924511118?OutUrl=naver,대표 기사
Sub-article,"서울경제
1주 전
네이버뉴스",'유례없는 대변화'라는 15년 만의 카카오톡 개편…어떻게 바뀔까?,https://www.sedaily.com/NewsView/2GY0XL96C1,Sub 기사
연합뉴스TV,1주 전,"카카오, 카톡 개편 항의에 '숏폼 탭' 설정 수정",http://www.yonhapnewstv.co.kr/MYH20250929054042UFt,대표 기사
매일경제,1주 전,“카톡이 왜 이래?” 확바뀐 카카오톡 반응 싸늘한데…챗GPT로 분위기 바...,https://www.mk.co.kr/article/11430996,대표 기사
채널A,1주 전,“왜 10년 전 사진이?”…카카오톡 개편 불만 폭주,https://www.ichannela.com/news/main/news_detailPage.do?publishId=000000494162,대표 기사
한국경제,1주 전,"""카톡 업데이트하면 절대 안 된다"" 불만 폭주…난리 난 이유",https://www.hankyung.com/article/2025092451087,대표 기사
데일리안,1주 전,"'친구탭 원상복귀' 카카오톡, 이용자 선택지 확대…민심 돌릴까",https://www.dailian.co.kr/news/view/1555799/?sc=Naver,대표 기사
Sub-article,"여성조선
1주 전","'개편 역풍' 카카오, 4분기 중 친구 탭 원상복구… 내달 챗GPT로 반전 노...",http://woman.chosun.com/news/articleView.html?idxno=123273,Sub 기사
Sub-article,"시사위크
1주 전","카카오톡 개편 후폭풍… 카카오, 주가 추락에 백기",https://www.sisaweek.com/news/articleView.html?idxno=229526,Sub 기사
Sub-article,"논객닷컴
1주 전",'혹평' 카카오톡 개편 실패에 경영진 책임론 커진다,http://www.nongaek.com/news/articleView.html?idxno=92807,Sub 기사
Sub-article,"내일신문
1주 전","카카오톡 ‘친구’탭, 원상태로 되돌린다",https://www.naeil.com/news/read/563121?ref=naver,Sub 기사
중앙일보,E5면 1단,결국 백기 든 카카오톡…첫 화면 ‘친구 목록’으로 되돌린다,https://www.joongang.co.kr/article/25370969,대표 기사
연합뉴스,1주 전,[연합뉴스 이 시각 헤드라인] - 14:30,https://www.yna.co.kr/view/AKR20250924111100011?input=1195m,대표 기사
연합뉴스,2주 전,[그래픽] 카카오톡 주요 신규 기능,https://www.yna.co.kr/view/GYH20250923001200044?input=1363m,대표 기사
Sub-article,"MBN
2주 전
네이버뉴스",카톡 창에서 챗GPT 쓴다…카카오와 AI의 결합 '일상AI' 비전 공개,http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=5143216,Sub 기사
Sub-article,"뉴시스
2주 전
네이버뉴스","카카오 ""내달 카톡서 바로 챗GPT 쓴다""",https://www.newsis.com/view/NISX20250923_0003339445,Sub 기사
아시아경제,1주 전,"""이러니 요즘 애들이 카톡 안 쓰지""…15년 만의 개편에 '불만 폭발'",https://view.asiae.co.kr/article/2025092514265810712,대표 기사
Sub-article,"국민일보
1주 전
네이버뉴스",“자동 업데이트 끄세요” 카톡 개편에 ‘업데이트 차단법’ 공유 ↑,https://www.kmib.co.kr/article/view.asp?arcid=0028740805&code=61141111&cp=nv,Sub 기사
시사저널,6일 전,누더기 카카오톡을 바라보며… 초심을 잃은 국민 메신저의 민낯[박용후...,https://www.sisajournal.com/news/articleView.html?idxno=348431,대표 기사
TV조선,1주 전,카카오톡 불만 폭주에 결국...'친구' 탭 원래대로 되돌린다,https://news.tvchosun.com/site/data/html_dir/2025/09/29/2025092990225.html,대표 기사
Sub-article,"YTN
1주 전
네이버뉴스",카카오톡 '1점 테러'에 결국...친구탭 원래대로 되돌린다,https://www.ytn.co.kr/_ln/0102_202509291628584305,Sub 기사
딜사이트,1주 전,15년 만의 카톡 개편 '역풍'…홍민택 CPO 책임론 확산,https://dealsite.co.kr/articles/149063,대표 기사
