언론사,날짜_원문,제목,URL,구분
Sub-article,"FETV
2024.12.26.","SK텔레콤, 싸이월드·네이트 운영 담당 자회사 매각한다",https://www.fetv.co.kr/news/article.html?no=183534,Sub 기사
Sub-article,"청년일보
2024.10.10.","SK그룹, '네이트' 운영사 SK커뮤니케이션즈 매각 추진",https://www.youthdaily.co.kr/news/article.html?no=167142,Sub 기사
Sub-article,"아시아경제
2024.12.26.
네이버뉴스","SKT, 네이트 운영사 'SK컴즈' 등 3개 자·손자회사 매각",https://view.asiae.co.kr/article/2024122616264045887,Sub 기사
대구신문,5일 전,백기 든 카카오…논란의 '친구탭' 되돌린다,https://www.idaegu.co.kr/news/articleView.html?idxno=525256,대표 기사
Sub-article,"아이티데일리
2024.09.05.","SK컴즈, 네이트온에 AI 접목한 신기능 패키지 'AI챗 툴' 오픈",http://www.itdaily.kr/news/articleView.html?idxno=226717,Sub 기사
AI타임스,2024.09.05.,"네이트온, 'AI챗 툴' 오픈...AI 업무용 메신저로 차별화",https://www.aitimes.com/news/articleView.html?idxno=163145,대표 기사
Sub-article,"메트로신문
2024.09.05.","SK커뮤니케이션즈, 네이트온 ‘AI챗 Tool’ 오픈",http://www.metroseoul.co.kr/article/20240905500041,Sub 기사
Sub-article,"디지털투데이
2024.09.05.","SK컴즈, 네이트온 'AI챗 Tool' 오픈",https://www.digitaltoday.co.kr/news/articleView.html?idxno=532577,Sub 기사
SBS,2024.10.10.,"SK, 네이트 운영사 SK커뮤니케이션즈 매각 추진",https://news.sbs.co.kr/news/endPage.do?news_id=N1007828947&plink=ORI&cooper=NAVER,대표 기사
Sub-article,"스마트타임스
2024.10.10.","SK, 네이트 운영사 SK커뮤니케이션즈 매각 추진",http://www.smarttimes.co.kr/news/articleView.html?idxno=24602,Sub 기사
Sub-article,"연합뉴스
2024.10.10.
네이버뉴스","SK, 네이트 운영사 SK커뮤니케이션즈 매각 추진",https://www.yna.co.kr/view/AKR20241010057200017?input=1195m,Sub 기사
Sub-article,"SR타임스
2024.10.10.","SK그룹, 네이트 운영사 'SK커뮤니케이션즈' 매각 추진",http://www.srtimes.kr/news/articleView.html?idxno=164126,Sub 기사
Sub-article,"스포츠서울
2024.10.10.
네이버뉴스","SK, 네이트 운영사 SK커뮤니케이션즈 매각 추진",https://www.sportsseoul.com/news/read/1467656?ref=naver,Sub 기사
Sub-article,"우먼타임스
2023.08.31.","네이트온, 메신저 서비스 대화방 'AI챗' 기능 도입",http://www.womentimes.co.kr/news/articleView.html?idxno=62652,Sub 기사
Sub-article,"뉴시스
2023.08.31.
네이버뉴스","네이트온, 메신저 대화방에 'AI챗' 기능 도입",http://www.newsis.com/view/?id=NISX20230831_0002432595&cID=13006&pID=13100,Sub 기사
Sub-article,"AI타임스
2023.08.31.","네이트온, 메신저 대화방에 'AI챗' 기능 도입",https://www.aitimes.com/news/articleView.html?idxno=153278,Sub 기사
위키트리,1주 전,[카카오톡 업데이트 후폭풍] 카카오 직원 추정 네티즌 폭로까지 등장,https://www.wikitree.co.kr/articles/1084556,대표 기사
스타데일리뉴스,2024.03.23.,"1위 네이트판·2위 인스타그램·3위 다음카페, 2024년 3월 3주차 앱스토...",https://www.stardailynews.co.kr/news/articleView.html?idxno=440755,대표 기사
CWN,2024.03.19.,"1위 네이트판·2위 인스타그램·3위 다음카페, 3월 3주차 앱스토어 소셜...",https://cwn.kr/article/1065571518812296,대표 기사
딜라이트닷넷,2024.03.18.,"네이트판·인스타그램·다음 카페, 3월 2주차 앱스토어 소셜 네트워킹 ...",https://www.delighti.co.kr/news/articleView.html?idxno=76791,대표 기사
스타데일리뉴스,2024.03.16.,"1위 네이트판·2위 인스타그램·3위 다음카페, 2024년 3월 2주차 앱스토...",https://www.stardailynews.co.kr/news/articleView.html?idxno=439594,대표 기사
딜라이트닷넷,2024.03.11.,"1위 네이트판·2위 인스타그램·3위 다음 카페, 3월 1주차 앱스토어 소셜...",https://www.delighti.co.kr/news/articleView.html?idxno=76368,대표 기사
스타데일리뉴스,2024.03.09.,"1위 네이트판·2위 인스타그램·3위 다음카페, 2024년 3월 1주차 앱스토...",https://www.stardailynews.co.kr/news/articleView.html?idxno=438607,대표 기사
라온신문,2024.03.07.,"1위 네이트판·2위 인스타그램·3위 다음카페, 2024년 3월 1주차 앱스토...",https://www.raonnews.com/news/article.html?no=36103,대표 기사
CWN,2024.03.05.,"1위 네이트판·2위 인스타그램·3위 다음카페, 3월 1주차 앱스토어 소셜...",https://www.cwn.kr/news/articleView.html?idxno=28840,대표 기사
딜라이트닷넷,2024.03.04.,"1위 네이트판·2위 인스타그램·3위 다음카페, 2월 4주차 앱스토어 소셜...",https://www.delighti.co.kr/news/articleView.html?idxno=75904,대표 기사
라온신문,2024.02.29.,"1위 네이트판·2위 인스타그램·3위 다음카페, 2024년 2월 4주차 앱스토...",https://www.raonnews.com/news/article.html?no=35378,대표 기사
CWN,2024.02.27.,"1위 네이트판·2위 인스타그램·3위 다음카페, 2월 4주차 앱스토어 소셜...",https://www.cwn.kr/news/articleView.html?idxno=27954,대표 기사
딜라이트닷넷,2024.02.26.,"1위 네이트판·2위 인스타그램·3위 다음카페, 2월 3주차 앱스토어 소셜...",https://www.delighti.co.kr/news/articleView.html?idxno=75587,대표 기사
스타데일리뉴스,2024.02.25.,"1위 네이트판·2위 인스타그램·3위 다음카페, 2024년 2월 3주차 앱스토...",https://www.stardailynews.co.kr/news/articleView.html?idxno=437104,대표 기사
인사이트코리아,2025.01.07.,"비주력은 팔고 덩치는 줄이고...통신사, 새해 화두는 '사업 효율화'",https://www.insightkorea.co.kr/news/articleView.html?idxno=216731,대표 기사
CWN,2024.02.22.,"구글, 2월 3주차 포털 사이트 트렌드지수 순위 1위...다음·네이트 뒤이...",https://www.cwn.kr/news/articleView.html?idxno=27328,대표 기사
에너지경제,2024.02.14.,"네이트, 2월 14일 앱스토어 참고 관련 무료앱 트렌드지수 순위 1위...OP.G...",https://www.ekn.kr/web/view.php?key=20240214020197746,대표 기사
에너지경제,2024.02.13.,"네이트, 2월 13일 앱스토어 참고 관련 무료 앱 트렌드지수 순위 1위...OP...",https://www.ekn.kr/web/view.php?key=20240213021446920,대표 기사
스타데일리뉴스,2024.02.12.,"1위 네이트판·2위 인스타그램·3위 다음카페, 2024년 2월 1주차 앱스토...",https://www.stardailynews.co.kr/news/articleView.html?idxno=435580,대표 기사
뉴스퀘스트,1주 전,"카톡 개편 후폭풍… 직원들 ""토스 출신 윗선이 강행, 이직 알아볼래""",https://www.newsquest.co.kr/news/articleView.html?idxno=253804,대표 기사
스타데일리뉴스,2024.02.09.,"1위 다음·2위 네이트·3위 네이버, 2024년 2월 1주차 앱스토어 참고 관...",https://www.stardailynews.co.kr/news/articleView.html?idxno=435206,대표 기사
뉴스핌,2024.12.28.,"'AI 컴퍼니'로의 변신…비수익 사업 정리하는 이통사들, 사업재편 가속",https://www.newspim.com/news/view/20241227000483,대표 기사
한경비즈니스,2023.05.11.,"네이트-네이트온, 챗GPT 탑재한다···검색 기능 강화",https://magazine.hankyung.com/business/article/202305118133b,대표 기사
Sub-article,"브릿지경제
2023.05.11.","SK컴즈, 네이트-네이트온에 '챗GPT' 탑재",https://www.viva100.com/main/view.php?key=20230511010003108,Sub 기사
Sub-article,"FETV
2023.05.11.","SK컴즈, 네이트-네이트온에 챗GPT 탑재",https://www.fetv.co.kr/news/article.html?no=139223,Sub 기사
Sub-article,"이데일리
2023.05.11.
네이버뉴스","SK컴즈, ‘네이트-네이트온에 챗GPT’ 탑재",http://www.edaily.co.kr/news/newspath.asp?newsid=03968806635607936,Sub 기사
Sub-article,"인공지능신문
2023.05.11.",네이트-네이트온에 챗GPT 탑재...챗봇 서비스 'AI챗' 베타버전 공개,https://www.aitimes.kr/news/articleView.html?idxno=28002,Sub 기사
필드뉴스,2023.06.02.,"SK컴즈, 네이트-네이트온에 챗GPT 탑재한다",https://con2.kr/sk%ec%bb%b4%ec%a6%88-%eb%84%a4%ec%9d%b4%ed%8a%b8-%eb%84%a4%ec%9d%b4%ed%8a%b8%ec%98%a8%ec%97%90-%ec%b1%97gpt-%ed%83%91%ec%9e%ac%ed%95%9c%eb%8b%a4/,대표 기사
뉴스핌,2024.12.17.,[ANDA 칼럼] '싸이월드'에서 배울 교훈,https://www.newspim.com/news/view/20241217000031,대표 기사
토큰포스트,4일 전,카카오톡 UI 롤백 결정… 유저 반발에 한발 물러섰다,https://www.tokenpost.kr/news/tech/290551,대표 기사
매경이코노미,2024.10.30.,1등 지위 자만하다 ‘역량의 덫’ 빠져 [대기업病],https://www.mk.co.kr/article/11150215,대표 기사
더스쿠프,2023.06.27.,"다음, 챗GPT … 네이트의 실속 없는 '렌트' [컴퍼니+]",https://www.thescoop.co.kr/news/articleView.html?idxno=58163,대표 기사
Sub-article,"워크투데이
2023.05.11.","SK컴즈, 네이트-네이트온에 챗GPT 탑재한다",http://www.worktoday.co.kr/news/articleView.html?idxno=35802,Sub 기사
Sub-article,"디지털데일리
2023.05.11.
네이버뉴스","네이트-네이트온, 챗GPT 탑재…‘AI챗’ 베타버전 공개",https://www.ddaily.co.kr/page/view/2023051116254117988,Sub 기사
Sub-article,"아이티데일리
2023.05.11.","SK컴즈, 네이트·네이트온에 챗GPT 탑재…'AI챗' 베타버전 공개",http://www.itdaily.kr/news/articleView.html?idxno=213966,Sub 기사
Sub-article,"정보통신신문
2023.05.11.","SK컴즈, 네이트-네이트온에 챗GPT 탑재한다",http://www.koit.co.kr/news/articleView.html?idxno=112804,Sub 기사
리걸타임즈,2022.05.03.,[형사] 비밀번호 없는 노트북 해킹해 네이트온 아이디 · 비번 알아냈어...,http://www.legaltimes.co.kr/news/articleView.html?idxno=66368,대표 기사
이투데이,2022.10.18.,"[인포그래픽] “버디버디로 동창회, 네이트온으로 무료문자“…카카오...",https://www.etoday.co.kr/news/view/2183058,대표 기사
이투데이,2023.02.22.,어디까지 써봤니? 'MSN·버디버디·네이트온·카톡' 추억의 메신저 파헤...,https://www.etoday.co.kr/news/view/2224413,대표 기사
헤럴드경제,2023.06.18.,점유율 0% 굴욕…네이버 말고 ‘네이트’ 아직도 살아있다니,http://news.heraldcorp.com/view.php?ud=20230618000190,대표 기사
조선비즈,2023.06.14.,점유율 0%대 굴욕... 포털 시장서 존재감 사라진 줌·네이트,https://biz.chosun.com/it-science/ict/2023/06/14/THOXSBGHWVAFRPG4V2VYKHQGUI/?utm_source=naver&utm_medium=original&utm_campaign=biz,대표 기사
빅데이터뉴스,2021.11.10.,"SK컴즈, 장우홍 신임 대표이사 선임…네이트, 네이트온 등 고객편의성 ...",http://www.thebigdata.co.kr/view.php?ud=202111101046318822568747773c_23,대표 기사
뉴스핌,2023.05.11.,"SK컴즈, 네이트·네이트온에 챗GPT 탑재",http://www.newspim.com/news/view/20230511000869,대표 기사
Sub-article,"뉴시스
2023.05.11.
네이버뉴스","""'네이트'에 챗GPT 적용""…SK컴즈, 'AI챗' 오픈",http://www.newsis.com/view/?id=NISX20230511_0002298644&cID=13005&pID=13100,Sub 기사
Sub-article,"국제신문
2023.05.11.
네이버뉴스",검색업계 챗GPT 잇단 도입…네이트 국내 포털 첫 적용,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0200&key=20230511.99099003811,Sub 기사
머니투데이,2021.07.20.,'네이트온' 공매도 여전…관성에 젖은 기관들,http://news.mt.co.kr/mtview.php?no=2021071911475650765,대표 기사
아시아경제,2021.06.23.,"네이트온, 2억원 상당 광고비 지원 프로모션 실시",https://view.asiae.co.kr/article/2021062308562926561,대표 기사
YTN,2021.06.22.,"네이트온, 광고비 2억 원 지원 프로모션 실시",https://www.ytn.co.kr/_ln/0125_202106220955018546,대표 기사
Sub-article,"세계일보
2021.06.22.
네이버뉴스","네이트온, 쇼핑몰 200곳 선정해 100만원 상당의 광고비 지원",http://www.segye.com/content/html/2021/06/22/20210622505577.html?OutUrl=naver,Sub 기사
Sub-article,"서울경제
2021.06.22.
네이버뉴스","네이트온, 광고비 2억원 지원 프로모션 실시",https://www.sedaily.com/NewsView/22NQHABHKS,Sub 기사
Sub-article,"아이뉴스24
2021.06.22.
네이버뉴스","네이트온, 광고비 2억원 지원 프로모션 실시",http://www.inews24.com/view/1378249,Sub 기사
Sub-article,"쿠키뉴스
2021.06.22.","네이트온, 쇼핑몰 사업자 광고비 2억원 지원 프로모션 실시",http://www.kukinews.com/newsView/kuk202106220171,Sub 기사
잡포스트,2021.06.21.,"SK컴즈 네이트온, 쇼핑몰 사업자 200곳에 광고비 지원 프로모션",http://www.job-post.co.kr/news/articleView.html?idxno=25885,대표 기사
Sub-article,"데이터넷
2021.06.21.","네이트온, 쇼핑몰 사업자 광고비 2억 지원 프로모션 실시",http://www.datanet.co.kr/news/articleView.html?idxno=160937,Sub 기사
Sub-article,"이데일리
2021.06.21.
네이버뉴스","네이트온, 광고비 2억 원 지원 프로모션 실시",http://www.edaily.co.kr/news/newspath.asp?newsid=01482566629084016,Sub 기사
Sub-article,"비욘드포스트
2021.06.21.","네이트온, 광고비 2억 원 지원 프로모션 실시",http://www.beyondpost.co.kr/view.php?ud=20210621092629263246a9e4dd7f_30,Sub 기사
Sub-article,"지디넷코리아
2021.06.21.
네이버뉴스","네이트온, 쇼핑몰 사업자 200곳에 광고비 2억원 지원",https://zdnet.co.kr/view/?no=20210621142800,Sub 기사
뉴스핌,2020.12.22.,"네이트온, 파일·대화 기능 업데이트",http://www.newspim.com/news/view/20201222000812,대표 기사
Sub-article,"청년일보
2020.12.22.","""업무 효율성 향상""… 네이트온, 파일·대화 기능 업데이트",http://www.youthdaily.co.kr/news/article.html?no=56916,Sub 기사
Sub-article,"매일일보
2020.12.22.","SK컴즈, 네이트온 파일·대화 주요 기능 업데이트",http://www.m-i.kr/news/articleView.html?idxno=778998,Sub 기사
Sub-article,"데이터넷
2020.12.22.","SK컴즈, 네이트온 메신저 파일·대화 주요 기능 업데이트",http://www.datanet.co.kr/news/articleView.html?idxno=154397,Sub 기사
Sub-article,"파이낸셜신문
2020.12.22.","SK컴즈, 네이트온 주요 기능 업그레이드…""업무 효율성 향상 중점""",http://www.efnews.co.kr/news/articleView.html?idxno=88115,Sub 기사
아이뉴스24,2020.10.12.,'업무용 메신저' 전성시대…네이트온 이용률 '쑥',http://www.inews24.com/view/1306265,대표 기사
메트로신문,2020.09.01.,"네이트온, '빙고 챌린지' 실시…치킨 1800마리 쏜다",http://www.metroseoul.co.kr/article/20200901500470,대표 기사
Sub-article,"쿠키뉴스
2020.09.01.","SK컴즈, '네이트온 빙고 챌린지' 실시",http://www.kukinews.com/newsView/kuk202009010040,Sub 기사
Sub-article,"뉴시스
2020.09.01.
네이버뉴스","기업용 메신저 '네이트온', 맥북·치킨 등 경품 증정 이벤트",http://www.newsis.com/view/?id=NISX20200901_0001150353&cID=13001&pID=13000,Sub 기사
Sub-article,"뉴스핌
2020.09.01.","SK컴즈 네이트온, '빙고 챌린지' 실시",http://www.newspim.com/news/view/20200901000735,Sub 기사
Sub-article,"매일일보
2020.09.01.","SK컴즈 ""네이트온 빙고 챌린지로 치킨 1800마리 쏜다""",http://www.m-i.kr/news/articleView.html?idxno=742598,Sub 기사
아주경제,2020.08.20.,"""업무용 메신저로 불러주세요"" 네이트온, 유료 협업도구 버금가는 '팀룸...",http://www.ajunews.com/view/20200820164333001,대표 기사
스포츠투데이,2021.06.22.,"네이트온, 광고비 지원 프로모션 실시 ""코로나 어려움 공감""",http://stoo.com/article.php?aid=73089842019,대표 기사
매일일보,2020.08.05.,"업무용 메신저 네이트온, 확 바뀌었다",http://www.m-i.kr/news/articleView.html?idxno=735407,대표 기사
Sub-article,"로이슈
2020.08.05.","네이트온, 공식 홈페이지·슬로건·디자인 및 서비스 등 새롭게 탈바꿈",http://www.lawissue.co.kr/view.php?ud=202008050827242816204ead0791_12,Sub 기사
Sub-article,"워크투데이
2020.08.05.",새롭게 변신한 업무용 메신저 네이트온...사용자 즐거움 위한 이모티콘...,http://www.worktoday.co.kr/news/articleView.html?idxno=9277,Sub 기사
Sub-article,"지디넷코리아
2020.08.05.
네이버뉴스","SK컴즈 ‘네이트온’ 새 단장...""업무용 메신저로 탈바꿈”",https://zdnet.co.kr/view/?no=20200805092238,Sub 기사
Sub-article,"디지털포스트(PC사랑)
2020.08.05.","네이트온, 디자인 및 서비스 업데이트…업무용 메신저로 변신",http://www.ilovepc.co.kr/news/articleView.html?idxno=35784,Sub 기사
디자인정글,2020.07.31.,"네이트온, 업무용 메신저로 본격 탈바꿈",https://www.jungle.co.kr/magazine/201863,대표 기사
세계비즈,2020.07.20.,‘네이트온’ 개편…업무용 메신저로 굳히기 돌입,http://www.segyebiz.com/newsView/20200720503787?OutUrl=naver,대표 기사
조선비즈,2020.07.17.,코로나 ‘바람’에 뜨거워지는 업무용메신저 시장… 네이트온까지 본격...,https://biz.chosun.com/site/data/html_dir/2020/07/16/2020071604665.html?utm_source=naver&utm_medium=original&utm_campaign=biz,대표 기사
Sub-article,"쿠키뉴스
2020.12.22.","네이트온, 카톡과 비슷해졌네? SK컴즈, 네이트온 업데이트 진행",http://www.kukinews.com/newsView/kuk202012220115,Sub 기사
Sub-article,"EBN
2020.12.22.","SK컴즈, 네이트온 파일 및 대화 관련 주요 기능 업데이트",https://www.ebn.co.kr/news/view/1464927/?sc=Naver,Sub 기사
아시아에이,2020.07.16.,"업무용 메신저 네이트온, 7월 말 대대적 개편 예고",http://www.asiaarts.net/view.php?ud=2020071609472665606cf2d78c68_38,대표 기사
Sub-article,"아시아투데이
2020.07.16.","SK컴즈 네이트온, 7월말 BI·디자인·서비스 전면 개편 예고",https://www.asiatoday.co.kr/view.php?key=20200716010009741,Sub 기사
Sub-article,"디지털포스트(PC사랑)
2020.07.16.","네이트온, 7월 말 대대적 개편 예고...디자인과 서비스 개선",http://www.ilovepc.co.kr/news/articleView.html?idxno=35573,Sub 기사
Sub-article,"로이슈
2020.07.16.","네이트온, 7월 말 대대적 개편 예고",http://www.lawissue.co.kr/view.php?ud=202007160829174989204ead0791_12,Sub 기사
Sub-article,"데이터넷
2020.07.16.","SK컴즈, 업무용 메신저 '네이트온' 전면 개편",http://www.datanet.co.kr/news/articleView.html?idxno=148374,Sub 기사
디자인정글,2020.07.08.,"네이트온, 신규 캐릭터 ‘미로’ 이모티콘 선보여",https://www.jungle.co.kr/magazine/201812,대표 기사
Sub-article,"데이터넷
2020.09.01.","SK컴즈, 실시간 인터랙티브 이벤트 '네이트온 빙고 챌린지' 실시",http://www.datanet.co.kr/news/articleView.html?idxno=150164,Sub 기사
글로벌이코노믹,2020.06.30.,"네이트온, 신규 캐릭터 '미로' 이모티콘 공개",http://www.g-enews.com/ko-kr/news/article/news_all/202006300916087048bf45d5d5ea_1/article.html,대표 기사
Sub-article,"디지털투데이
2020.06.30.","SK컴즈, 네이트온 새 캐릭터 '미로' 이모티콘 공개...하반기엔 대규모 개...",http://www.digitaltoday.co.kr/news/articleView.html?idxno=239350,Sub 기사
Sub-article,"이데일리
2020.06.30.
네이버뉴스","네이트온, 신규 캐릭터 ‘미로’ 이모티콘 공개",http://www.edaily.co.kr/news/newspath.asp?newsid=02571526625806968,Sub 기사
Sub-article,"로이슈
2020.06.30.","네이트온, 신규 캐릭터 ‘미로’ 이모티콘 공개",http://www.lawissue.co.kr/view.php?ud=202006300833561358204ead0791_12,Sub 기사
Sub-article,"데이터넷
2020.06.30.","네이트온, 신규 고양이 캐릭터 '미로' 이모티콘 공개",http://www.datanet.co.kr/news/articleView.html?idxno=147631,Sub 기사
파이낸셜신문,2020.06.17.,"'직장인 메신저' 네이트온, '직장티콘 공모전' 수상작 선정 발표",http://www.efnews.co.kr/news/articleView.html?idxno=85205,대표 기사
Sub-article,"브릿지경제
2020.06.17.","네이트온, 직장티콘 공모전 수상작 공개… 1위 ‘어이상사’",http://www.viva100.com/main/view.php?key=20200617010003885,Sub 기사
Sub-article,"비욘드포스트
2020.06.17.","네이트온, ‘직장티콘 공모전’ 수상작 공개",http://www.beyondpost.co.kr/view.php?ud=20200617083935871046a9e4dd7f_30,Sub 기사
Sub-article,"데이터넷
2020.06.17.","SK컴즈, 네이트온 '직장티콘 공모전' 수상작 공개",http://www.datanet.co.kr/news/articleView.html?idxno=147095,Sub 기사
Sub-article,"지디넷코리아
2020.06.17.
네이버뉴스","SK컴즈 네이트온, &apos;직장티콘 공모전&apos; 수상작 선정",https://www.zdnet.co.kr/view/?no=20200617090507,Sub 기사
Sub-article,"뉴시스
2020.08.05.
네이버뉴스","SK컴즈, 네이트온 업무용 메신저로 새 단장해 선봬",http://www.newsis.com/view/?id=NISX20200805_0001119597&cID=13001&pID=13000,Sub 기사
Sub-article,"ITWorld
2020.08.05.","SK컴즈, '네이트온' 공식 홈페이지·슬로건·디자인 및 서비스 개편",http://www.itworld.co.kr/news/159669,Sub 기사
브릿지경제,2020.06.02.,"SK컴즈, ‘6월 네이트온 퇴근 도장 이벤트’ 진행",http://www.viva100.com/main/view.php?key=20200602010000637,대표 기사
데이터넷,2020.08.05.,"SK컴즈, 업무용 메신저 '네이트온' 업데이트",http://www.datanet.co.kr/news/articleView.html?idxno=149223,대표 기사
Sub-article,"아시아투데이
2020.08.05.",업무용 메신저로 탈바꿈한 네이트온…홈페이지·슬로건·디자인·서비스...,https://www.asiatoday.co.kr/view.php?key=20200805010002170,Sub 기사
Sub-article,"이코노믹리뷰
2020.08.05.","네이트온, 달라졌다",http://www.econovill.com/news/articleView.html?idxno=407114,Sub 기사
Sub-article,"글로벌이코노믹
2020.07.16.","네이트온, 이달 말 디자인·기능 새로워진다",http://www.g-enews.com/ko-kr/news/article/news_all/202007161626357186bf45d5d5ea_1/article.html,Sub 기사
파이낸셜신문,2020.06.01.,"SK컴즈 직장인 메신저 '네이트온', 6월 한달간 '퇴근 도장' 이벤트",http://www.efnews.co.kr/news/articleView.html?idxno=84910,대표 기사
Sub-article,"이코노믹리뷰
2020.06.01.",“퇴근하며 네이트온 도장 찍어보자”,http://www.econovill.com/news/articleView.html?idxno=398957,Sub 기사
Sub-article,"지디넷코리아
2020.06.01.
네이버뉴스","네이트온, 6월 한 달간 ‘퇴근 도장’ 이벤트 실시",https://www.zdnet.co.kr/view/?no=20200601112905,Sub 기사
Sub-article,"데이터넷
2020.06.01.","SK컴즈, '6월 네이트온 퇴근 도장' 이벤트 실시",http://www.datanet.co.kr/news/articleView.html?idxno=146544,Sub 기사
Sub-article,"로이슈
2020.06.01.",네이트온 ‘퇴근 도장’ 이벤트 실시,http://www.lawissue.co.kr/view.php?ud=202006010839482437204ead0791_12,Sub 기사
디지털포스트(PC사랑),2020.05.07.,"네이트온, '보낸 메시지 삭제' 등 직장인 위한 기능 추가",http://www.ilovepc.co.kr/news/articleView.html?idxno=34600,대표 기사
Sub-article,"ITWorld
2020.05.07.","“네이트온, 사용자 의견 빠르게 적용해 기능 개선” SK컴즈 발표",http://www.itworld.co.kr/news/151881,Sub 기사
Sub-article,"이코노믹리뷰
2020.05.07.","다시 달리는 네이트온, 즉시 개선 프로젝트 가동",http://www.econovill.com/news/articleView.html?idxno=395612,Sub 기사
Sub-article,"파이낸셜신문
2020.05.07.","SK컴즈, 사용자 의견 적극 수렴해 '네이트온' 메신저 기능 개선 반영",http://www.efnews.co.kr/news/articleView.html?idxno=84506,Sub 기사
Sub-article,"로이슈
2020.05.07.",‘네이트온’ 사용자 의견 수렴 첫 번째 개선 프로젝트 실시,http://www.lawissue.co.kr/view.php?ud=202005071759299300204ead0791_12,Sub 기사
워크투데이,2020.07.16.,"업무용 메신저 네이트온, 7월 말 대대적 개편 예고...새로운 BI 및 디자...",http://www.worktoday.co.kr/news/articleView.html?idxno=8875,대표 기사
Sub-article,"매일일보
2020.07.16.","SK컴즈 ""네이트온 A부터 Z까지 다 바꾼다""",http://www.m-i.kr/news/articleView.html?idxno=730231,Sub 기사
Sub-article,"아시아타임즈
2020.07.16.","옷 바꿔입은 네이트온…""업무용 메신저 최적화""",https://www.asiatime.co.kr/news/newsview.php?ncode=1065572045238295,Sub 기사
Sub-article,"서울경제
2020.07.16.
네이버뉴스",‘추억의 네이트온’ 업무용 메신저로 깜짝 변신,https://www.sedaily.com/NewsView/1Z5BQY8WQO,Sub 기사
Sub-article,"EBN
2020.07.16.","SK컴즈, 업무용 메신저 '네이트온' PC·모바일 개편",https://www.ebn.co.kr/news/view/1442704/?sc=Naver,Sub 기사
Sub-article,"브릿지경제
2020.05.07.","네이트온, 24시간 내 메시지 삭제 가능… 개선 프로젝트 1단계 반영",http://www.viva100.com/main/view.php?key=20200507010001496,Sub 기사
이코노뉴스,2020.04.30.,"SK커뮤니케이션즈의 메신저 ""네이트온 업무용 메신저로 써보세요""",http://www.econonews.co.kr/news/articleView.html?idxno=118460,대표 기사
로이슈,2020.04.28.,네이트온 매일매일 퇴근 도장 이벤트 실시,http://www.lawissue.co.kr/view.php?ud=202004282224568117204ead0791_12,대표 기사
Sub-article,"머니S
2020.04.28.
네이버뉴스","""퇴근 도장 찍으면 선물 온다""… 네이트온 이벤트 실시",http://moneys.mt.co.kr/news/mwView.php?no=2020042809528052618,Sub 기사
Sub-article,"뉴시스
2020.04.28.
네이버뉴스","""네이트온 업무용 메신저로 써보세요...5월까지 퇴근도장 이벤트""",http://www.newsis.com/view/?id=NISX20200428_0001008534&cID=13001&pID=13000,Sub 기사
Sub-article,"브릿지경제
2020.04.28.","SK컴즈, 네이트온 ‘매일매일 퇴근 도장’ 이벤트",http://www.viva100.com/main/view.php?key=20200428010010027,Sub 기사
Sub-article,"데이터넷
2020.04.28.","""네이트온 퇴근 도장 찍고 선물 받으세요""",http://www.datanet.co.kr/news/articleView.html?idxno=145278,Sub 기사
파이낸셜뉴스,2020.04.01.,"sk컴즈 네이트온, 직장생활 주제 이모티콘 공모!",http://www.fnnews.com/news/202004011658076670,대표 기사
Sub-article,"머니투데이
2020.04.01.
네이버뉴스","네이트온, 직장생활 주제로 이모티콘 공모전 전개",http://news.mt.co.kr/mtview.php?no=2020040111527476454,Sub 기사
Sub-article,"청년일보
2020.04.01.","네이트온, 직장생활 주제 이모티콘 공모",http://www.youthdaily.co.kr/news/article.html?no=33533,Sub 기사
Sub-article,"로이슈
2020.04.01.","네이트온, 직장생활 주제 이모티콘 공모",http://www.lawissue.co.kr/view.php?ud=202004011245231285204ead0791_12,Sub 기사
Sub-article,"이데일리
2020.04.01.
네이버뉴스","네이트온, 직장생활 주제 이모티콘 공모",http://www.edaily.co.kr/news/newspath.asp?newsid=02177926625731856,Sub 기사
뉴스웍스,2020.07.16.,"싹 바뀌는 '네이트온'…""업무용 메신저 최적화""",http://www.newsworks.co.kr/news/articleView.html?idxno=472872,대표 기사
Sub-article,"머니투데이
2020.07.16.
네이버뉴스",업무용 메신저 '네이트온' 확 바뀐다,http://news.mt.co.kr/mtview.php?no=2020071609513947597,Sub 기사
Sub-article,"노컷뉴스
2020.07.16.
네이버뉴스","옷 갈아입은 네이트온, 업무용 메신저 시장 공략",https://www.nocutnews.co.kr/news/5379301,Sub 기사
Sub-article,"디지털타임스
2020.07.16.
네이버뉴스",추억의 메신저 `네이트온`… 업무용 메신저로 바뀐다,http://www.dt.co.kr/contents.html?article_no=2020071602109931054002&ref=naver,Sub 기사
Sub-article,"연합뉴스
2020.07.16.
네이버뉴스","네이트 이어 네이트온도 탈바꿈…""업무용 메신저로 최적화""",http://yna.kr/AKR20200716043000017?did=1195m,Sub 기사
Sub-article,"한국경제TV
2020.04.01.
네이버뉴스","네이트온, 직장생활주제 이모티콘 공모전...""총상금 750만원""",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202004010605&t=NN,Sub 기사
